productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,18,M0E20000000ELB4,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2544#sunrise-store-berlin;EUR 3270#sunrise-store-vienna;DE-EUR 2256#sunrise-store-munich;DE-EUR 2472#sunrise-store-cologne;DE-EUR 2280#sunrise-store-hamburg;US-USD 2544#sunrise-store-boston-2;USD 3270#sunrise-store-chicago;US-USD 2256#sunrise-store-boston-1;US-USD 2472#sunrise-store-sanfrancisco;US-USD 2280#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/lillangen-sink-white__0146409_pe305404_s5.jpg?f=xxs,LILLANGEN,"Ceramic sink are admired for their smooth, durability beauty. Made with quality materials and the best manufacturing techniques, we proudly offer a 10-year warranty on all our ceramic sinks.",,,,,LILLANGEN,"Ceramic sink are admired for their smooth, durability beauty. Made with quality materials and the best manufacturing techniques, we proudly offer a 10-year warranty on all our ceramic sinks.",,,,,LILLANGEN,"Ceramic sink are admired for their smooth, durability beauty. Made with quality materials and the best manufacturing techniques, we proudly offer a 10-year warranty on all our ceramic sinks.",,,,,,4110850 5211,82374,M0E20000000ELB4,82374,havaianas,no,,44.5,44.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,19,M0E20000000ELB5,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2328#sunrise-store-berlin;EUR 2850#sunrise-store-vienna;DE-EUR 2280#sunrise-store-munich;DE-EUR 2640#sunrise-store-cologne;DE-EUR 2304#sunrise-store-hamburg;US-USD 2328#sunrise-store-boston-2;USD 2850#sunrise-store-chicago;US-USD 2280#sunrise-store-boston-1;US-USD 2640#sunrise-store-sanfrancisco;US-USD 2304#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/glypen-bath-faucet-chrome-plated__0779359_pe759469_s5.jpg?f=xxs,GLYPEN,"This faucet helps lower water and energy use so you can lower your bills too. The quality is built to last through many years of pouring, washing and rinsing.",,,,,GLYPEN,"This faucet helps lower water and energy use so you can lower your bills too. The quality is built to last through many years of pouring, washing and rinsing.",,,,,GLYPEN,"This faucet helps lower water and energy use so you can lower your bills too. The quality is built to last through many years of pouring, washing and rinsing.",,,,,,4110850 5211,82374,M0E20000000ELB5,82374,havaianas,no,,45,45,green,green,,gr�n,,,,sporty,men,s15,TRUE,,,
,20,M0E20000000ELB6,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2472#sunrise-store-berlin;EUR 2880#sunrise-store-vienna;DE-EUR 2448#sunrise-store-munich;DE-EUR 2160#sunrise-store-cologne;DE-EUR 2448#sunrise-store-hamburg;US-USD 2472#sunrise-store-boston-2;USD 2880#sunrise-store-chicago;US-USD 2448#sunrise-store-boston-1;US-USD 2160#sunrise-store-sanfrancisco;US-USD 2448#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/brogrund-corner-wall-shelf-unit-stainless-steel__0749048_pe745411_s5.jpg?f=xxs,BROGRUND,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of accessories to create order out of chaos with a modern, fresh look. Details like hidden screws add to the clean design.",,,,,BROGRUND,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of accessories to create order out of chaos with a modern, fresh look. Details like hidden screws add to the clean design.",,,,,BROGRUND,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of accessories to create order out of chaos with a modern, fresh look. Details like hidden screws add to the clean design.",,,,,,4110850 5211,82374,M0E20000000ELB6,82374,havaianas,no,,45.5,45.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,21,M0E20000000ELB7,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2520#sunrise-store-berlin;EUR 3090#sunrise-store-vienna;DE-EUR 2208#sunrise-store-munich;DE-EUR 2328#sunrise-store-cologne;DE-EUR 2232#sunrise-store-hamburg;US-USD 2520#sunrise-store-boston-2;USD 3090#sunrise-store-chicago;US-USD 2208#sunrise-store-boston-1;US-USD 2328#sunrise-store-sanfrancisco;US-USD 2232#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/soedersvik-led-wall-lamp-black-chrome-plated__0718325_pe731516_s5.jpg?f=xxs,SODERSVIK,"This lamp is like a pearl necklace that bejewels your bathroom. It illuminates the area around the mirror and sink and is dimmable too, so you can create a calmer mood when it�s time to unwind.",,,,,SODERSVIK,"This lamp is like a pearl necklace that bejewels your bathroom. It illuminates the area around the mirror and sink and is dimmable too, so you can create a calmer mood when it�s time to unwind.",,,,,SODERSVIK,"This lamp is like a pearl necklace that bejewels your bathroom. It illuminates the area around the mirror and sink and is dimmable too, so you can create a calmer mood when it�s time to unwind.",,,,,,4110850 5211,82374,M0E20000000ELB7,82374,havaianas,no,,46,46,green,green,,gr�n,,,,sporty,men,s15,,,,
,22,M0E20000000DQQ8,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 169500#sunrise-store-berlin;EUR 222469#sunrise-store-vienna;DE-EUR 181365#sunrise-store-munich;DE-EUR 169500#sunrise-store-cologne;DE-EUR 179670#sunrise-store-hamburg;US-USD 169500#sunrise-store-boston-2;USD 222469#sunrise-store-chicago;US-USD 181365#sunrise-store-boston-1;US-USD 169500#sunrise-store-sanfrancisco;US-USD 179670#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/godmorgon-odensvik-bathroom-furniture-set-of-6-brown-stained-ash-effect-dalskaer-faucet__0758404_pe749712_s5.jpg?f=xxs,GODMORGON / ODENSVIK,"Get your own private space in a shared space with 2 bowls, 2 faucets and 2 spacious drawers. This solution is perfect for morning rush hour when two or more need to ready on time.",,,,,GODMORGON / ODENSVIK,"Get your own private space in a shared space with 2 bowls, 2 faucets and 2 spacious drawers. This solution is perfect for morning rush hour when two or more need to ready on time.",,,,,GODMORGON / ODENSVIK,"Get your own private space in a shared space with 2 bowls, 2 faucets and 2 spacious drawers. This solution is perfect for morning rush hour when two or more need to ready on time.",,,,,,M0S28B8306 C2350,73467,M0E20000000DQQ8,73467,brunello,yes,073023;072754;081147,xxs,XXS,beige,cream,,creme,,,,business,women,s15,,,,
,23,M0E20000000DQQ9,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 181365#sunrise-store-berlin;EUR 203400#sunrise-store-vienna;DE-EUR 155940#sunrise-store-munich;DE-EUR 152550#sunrise-store-cologne;DE-EUR 155940#sunrise-store-hamburg;US-USD 181365#sunrise-store-boston-2;USD 203400#sunrise-store-chicago;US-USD 155940#sunrise-store-boston-1;US-USD 152550#sunrise-store-sanfrancisco;US-USD 155940#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/branaes-laundry-basket-with-lining-rattan__0711142_pe728010_s5.jpg?f=xxs,BRANAS,The plastic feet protect from moisture.,,,,,BRANAS,The plastic feet protect from moisture.,,,,,BRANAS,The plastic feet protect from moisture.,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQ9,73467,brunello,yes,073024;072754;081147,xs,XS,beige,cream,,creme,,,,business,women,s15,,,,
,24,M0E20000000DQQA,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 179670#sunrise-store-berlin;EUR 226706#sunrise-store-vienna;DE-EUR 172890#sunrise-store-munich;DE-EUR 169500#sunrise-store-cologne;DE-EUR 172890#sunrise-store-hamburg;US-USD 179670#sunrise-store-boston-2;USD 226706#sunrise-store-chicago;US-USD 172890#sunrise-store-boston-1;US-USD 169500#sunrise-store-sanfrancisco;US-USD 172890#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/tiphede-rug-flatwoven-natural-black__0772066_pe755879_s5.jpg?f=xxs,TIPHEDE,"A versatile rug made from recycled cotton, in colors that fit right in. It�s perfect under your dining table, in the living room or by your bed. When it�s time for a fresh-up, just put it in the wash.",,,,,TIPHEDE,"A versatile rug made from recycled cotton, in colors that fit right in. It�s perfect under your dining table, in the living room or by your bed. When it�s time for a fresh-up, just put it in the wash.",,,,,TIPHEDE,"A versatile rug made from recycled cotton, in colors that fit right in. It�s perfect under your dining table, in the living room or by your bed. When it�s time for a fresh-up, just put it in the wash.",,,,,,M0S28B8306 C2350,73467,M0E20000000DQQA,73467,brunello,yes,073025;072754;081147,s,S,beige,cream,,creme,,,,business,women,s15,TRUE,,,
,25,M0E20000000DQQB,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 164415#sunrise-store-berlin;EUR 194925#sunrise-store-vienna;DE-EUR 176280#sunrise-store-munich;DE-EUR 181365#sunrise-store-cologne;DE-EUR 176280#sunrise-store-hamburg;US-USD 164415#sunrise-store-boston-2;USD 194925#sunrise-store-chicago;US-USD 176280#sunrise-store-boston-1;US-USD 181365#sunrise-store-sanfrancisco;US-USD 176280#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/kristrup-door-mat-dark-blue__0448503_pe598166_s5.jpg?f=xxs,KRISTRUP,Wipe your shoes on recycled PET bottles. We use polyester from about 6 PET bottles to make this doormat. Using waste as a resource takes us one step closer to a more sustainable future.,,,,,KRISTRUP,Wipe your shoes on recycled PET bottles. We use polyester from about 6 PET bottles to make this doormat. Using waste as a resource takes us one step closer to a more sustainable future.,,,,,KRISTRUP,Wipe your shoes on recycled PET bottles. We use polyester from about 6 PET bottles to make this doormat. Using waste as a resource takes us one step closer to a more sustainable future.,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQB,73467,brunello,yes,072754;081147;073026,m,M,beige,cream,,creme,,,,business,women,s15,TRUE,,,
,1,M0E20000000DQQC,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 174585#sunrise-store-berlin;EUR 199162#sunrise-store-vienna;DE-EUR 186450#sunrise-store-munich;DE-EUR 183060#sunrise-store-cologne;DE-EUR 186450#sunrise-store-hamburg;US-USD 174585#sunrise-store-boston-2;USD 199162#sunrise-store-chicago;US-USD 186450#sunrise-store-boston-1;US-USD 183060#sunrise-store-sanfrancisco;US-USD 186450#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fintsen-bath-mat-white__0714781_pe730245_s5.jpg?f=xxs,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,,M0S28B8306 C2350,73467,M0E20000000DQQC,73467,brunello,yes,072754;073027;081147,l,L,beige,cream,,creme,,,,business,women,s15,TRUE,,,
,2,M0E20000000DQQD,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 177975#sunrise-store-berlin;EUR 211875#sunrise-store-vienna;DE-EUR 171195#sunrise-store-munich;DE-EUR 159330#sunrise-store-cologne;DE-EUR 171195#sunrise-store-hamburg;US-USD 177975#sunrise-store-boston-2;USD 211875#sunrise-store-chicago;US-USD 171195#sunrise-store-boston-1;US-USD 159330#sunrise-store-sanfrancisco;US-USD 171195#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/runnen-decking-outdoor-brown-stained__0709178_pe726855_s5.jpg?f=xxs,RUNNEN,You can upgrade your balcony or deck in an instant and also section off an area for lounging and for dining. It�s easy to install and clicks together. Choose one color or mix and match.,,,,,RUNNEN,You can upgrade your balcony or deck in an instant and also section off an area for lounging and for dining. It�s easy to install and clicks together. Choose one color or mix and match.,,,,,RUNNEN,You can upgrade your balcony or deck in an instant and also section off an area for lounging and for dining. It�s easy to install and clicks together. Choose one color or mix and match.,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQD,73467,brunello,yes,072754;073028;081147,xl,XL,beige,cream,,creme,,,,business,women,s15,TRUE,,,
,3,M0E20000000DQQE,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 152550#sunrise-store-berlin;EUR 192806#sunrise-store-vienna;DE-EUR 183060#sunrise-store-munich;DE-EUR 179670#sunrise-store-cologne;DE-EUR 183060#sunrise-store-hamburg;US-USD 152550#sunrise-store-boston-2;USD 192806#sunrise-store-chicago;US-USD 183060#sunrise-store-boston-1;US-USD 179670#sunrise-store-sanfrancisco;US-USD 183060#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/brommoe-chaise-outdoor-brown-stained__0729482_pe737001_s5.jpg?f=xxs,BROMMO,Easy to fold up and put away.,,,,,BROMMO,Easy to fold up and put away.,,,,,BROMMO,Easy to fold up and put away.,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQE,73467,brunello,yes,072754;073029;081147,xxl,XXL,beige,cream,,creme,,,,business,women,s15,,,,
,4,M0E20000000DQQF,EUR 211875;EUR 138934 b2b;US-USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 172890#sunrise-store-berlin;EUR 207638#sunrise-store-vienna;DE-EUR 184755#sunrise-store-munich;DE-EUR 154245#sunrise-store-cologne;DE-EUR 184755#sunrise-store-hamburg;US-USD 172890#sunrise-store-boston-2;USD 207638#sunrise-store-chicago;US-USD 184755#sunrise-store-boston-1;US-USD 154245#sunrise-store-sanfrancisco;US-USD 184755#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fladdrig-lunch-bag-patterned-gray__0985581_pe816684_s5.jpg?f=xxs,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,,M0S28B8306 C2350,73467,M0E20000000DQQF,73467,brunello,yes,073030;072754;081147,xxxl,XXXL,beige,cream,,creme,,,,business,women,s15,,,,
,5,M0E20000000EV27,EUR 16500;EUR 10820 b2b;US-USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 12804#sunrise-store-berlin;EUR 16995#sunrise-store-vienna;DE-EUR 12936#sunrise-store-munich;DE-EUR 14124#sunrise-store-cologne;DE-EUR 13332#sunrise-store-hamburg;US-USD 12804#sunrise-store-boston-2;USD 16995#sunrise-store-chicago;US-USD 12936#sunrise-store-boston-1;US-USD 14124#sunrise-store-sanfrancisco;US-USD 13332#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/kolbjoern-cabinet-indoor-outdoor-beige__0664606_pe718444_s5.jpg?f=xxs,KOLBJORN,"Perfect to have on the balcony for plant pots and garden tools, in the hallway for shoes or in the bathroom to keep shampoos and towels organized. May be completed with the KOLBJ�RN shelving unit on top.",,,,,KOLBJORN,"Perfect to have on the balcony for plant pots and garden tools, in the hallway for shoes or in the bathroom to keep shampoos and towels organized. May be completed with the KOLBJ�RN shelving unit on top.",,,,,KOLBJORN,"Perfect to have on the balcony for plant pots and garden tools, in the hallway for shoes or in the bathroom to keep shampoos and towels organized. May be completed with the KOLBJ�RN shelving unit on top.",,,,,,M5618E6283506 101,83810,M0E20000000EV27,83810,danielealessandrini,yes,,xxs,XXS,black,black,,schwarz,,,,sporty,men,A15,,,,
,6,M0E20000000EV28,EUR 16500;EUR 10820 b2b;US-USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 13728#sunrise-store-berlin;EUR 17325#sunrise-store-vienna;DE-EUR 13860#sunrise-store-munich;DE-EUR 14256#sunrise-store-cologne;DE-EUR 14124#sunrise-store-hamburg;US-USD 13728#sunrise-store-boston-2;USD 17325#sunrise-store-chicago;US-USD 13860#sunrise-store-boston-1;US-USD 14256#sunrise-store-sanfrancisco;US-USD 14124#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/tropisk-potted-plant-tropical-plant-assorted-species-plants__0121095_pe277874_s5.jpg?f=xxs,TROPISK,Decorate your home with plants combined with a plant pot to suit your style.,,,,,TROPISK,Decorate your home with plants combined with a plant pot to suit your style.,,,,,TROPISK,Decorate your home with plants combined with a plant pot to suit your style.,,,,,,M5618E6283506 101,83810,M0E20000000EV28,83810,danielealessandrini,yes,,xs,XS,black,black,,schwarz,,,,sporty,men,A15,,,,
,7,M0E20000000EV29,EUR 16500;EUR 10820 b2b;US-USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 13860#sunrise-store-berlin;EUR 14850#sunrise-store-vienna;DE-EUR 12540#sunrise-store-munich;DE-EUR 12408#sunrise-store-cologne;DE-EUR 12936#sunrise-store-hamburg;US-USD 13860#sunrise-store-boston-2;USD 14850#sunrise-store-chicago;US-USD 12540#sunrise-store-boston-1;US-USD 12408#sunrise-store-sanfrancisco;US-USD 12936#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/seglaroe-svartoe-hanging-umbrella-with-base-tilting-beige-dark-gray__0709194_pe726860_s5.jpg?f=xxs,SEGLARO / SVARTO,You can tilt and rotate this free-hanging umbrella without having a pole that blocks your view or gets in the way. It does its utmost to protect you against the sun with 50+ protection against UV-rays.,,,,,SEGLARO / SVARTO,You can tilt and rotate this free-hanging umbrella without having a pole that blocks your view or gets in the way. It does its utmost to protect you against the sun with 50+ protection against UV-rays.,,,,,SEGLARO / SVARTO,You can tilt and rotate this free-hanging umbrella without having a pole that blocks your view or gets in the way. It does its utmost to protect you against the sun with 50+ protection against UV-rays.,,,,,,M5618E6283506 101,83810,M0E20000000EV29,83810,danielealessandrini,yes,,s,S,black,black,,schwarz,,,,sporty,men,A15,,,,
